NEWER_VERSION_ON_COMMIT_DATE;PREVIOUS_VERSION;Count of HASH
2.0;3.0-exp-SNAPSHOT;1
2.0.0;${jedis.version};1
2.0.0;0.8.1;1
2.0.0;0.9.3;1
2.0.0;1.0.7;1
2.0.0;1.1;1
2.0.0;1.1.9;1
2.0.0;1.2.0;1
2.0.0;1.5.2;1
2.0.0;1.5.4;1
2.0.0;1.5.7;1
2.0.0;1.7.0;1
2.0.0;1.8.0.1;1
2.0.0;2.0.0-M04;1
2.0.0;2.0.0-RC5-SNAPSHOT;1
2.0.0;2.1-SNAPSHOT;1
2.0.0;2.2.0;1
2.0.0.Alpha1;1.0.0.Final;1
2.0.0.Alpha1;1.1.6.Final;1
2.0.0.Alpha1;2.0.0.Final;1
2.0.0.Alpha12;2.0.0.Alpha9;1
2.0.0.Alpha3;1.1;1
2.0.0.Beta1;1.6.1.Final;1
2.0.0.Final;2.0.0.Beta3;1
2.0.0.RC1;${bayeux-version};1
2.0.0-alpha.1;2.0.0-alpha.2;1
2.0.0-alpha.1;2.0.0-alpha.2-SNAPSHOT;1
2.0.0-alpha.2;2.0.0-alpha.3;1
2.0.0-alpha.2;2.0.0-alpha.3-SNAPSHOT;1
2.0.0-beta1;1.5.2;1
2.0.0-beta1;1.7.3;1
2.0.0-beta-1;1.8.2;1
2.0.0-beta-1;2.0.0-SNAPSHOT;1
2.0.0-beta2;1.6.2;1
2.0.0-M01;1.1.8;1
2.0.0-M01;2.0.0-M02;1
2.0.0-M02;1.1.8;1
2.0.0-M02;2.0.0-M01;1
2.0.0-M02;2.0.0-M03;1
2.0.0-M03;2.0.0-M03;1
2.0.0-M04;2.0.5;1
2.0.0-M07;2.0.0-M06;1
2.0.0-M08;1.1.9;1
2.0.0-M08;2.0.0-M07;1
2.0.0-M09;1.1.9;1
2.0.0-M09;2.0.0-M08;1
2.0.0-M09;2.0.0-M09;1
2.0.0-M09;2.2.11-SNAPSHOT;1
2.0.0-M09;2.3.9-SNAPSHOT;1
2.0.0-M10;2.3.10-SNAPSHOT;1
2.0.0-M11;1.1.9;1
2.0.0-M11;2.0.0-M10;1
2.0.0-M11;2.0.0-M11;1
2.0.0-M15;2.0.0-M15;1
2.0.0-RC1;1.3.0;1
2.0.0-RC1;1.7.1;1
2.0.0-RC1;1.9.19-beta6;1
2.0.0-RC2;1.5.4;1
2.0.1;0.7.0;1
2.0.1;1.0.5;1
2.0.1;1.7.8;1
2.0.1;2.1.0-M01;1
2.0.1;2.3-SNAPSHOT;1
2.0.1.RELEASE;2.0.0.RELEASE;1
2.0.1.RELEASE;2.0.1.BUILD-SNAPSHOT;1
2.0.1.RELEASE;2.0.3.RELEASE;1
2.0.10;2.0.8;1
2.0.10.Final;2.0.10.Beta1;1
2.0.10.Final;2.0.10.Final;1
2.0.11;2.0.9;1
2.0.11;2.1.18-jbossorg-1;1
2.0.11;2.2.1;1
2.0.11.RELEASE;2.0.11.RELEASE;1
2.0.12;2.0.11;1
2.0.12.RELEASE;2.0.12.RELEASE;1
2.0.14;2.0.11;1
2.0.14;2.0.12;1
2.0.16;2.0.14;1
2.0.1-SNAP3;2.0.M6-SNAP36;1
2.0.1-SNAP4;2.0;1
2.0.2;1.6.0;1
2.0.2;2.0;1
2.0.2;2.0-RC2;1
2.0.28-beta;1.10.8;1
2.0.2-beta;2.0.2-beta;1
2.0.2-beta;RELEASE;1
2.0.3;1.9.1;1
2.0.3.Final;${version.org.jboss.weld.weld};1
2.0.3.GA;2.0.3.GA;1
2.0.3.RELEASE;2.0.1.RELEASE;1
2.0.4;2.0.1;1
2.0.4;2.1.3;1
2.0.4;2.1-20060902;1
2.0.4.RELEASE;2.0.7.RELEASE;1
2.0.40-beta;1.10.19;1
2.0.41-beta;1.10.19;1
2.0.4-b10;2.1.11-jbossorg-1;1
2.0.5;2.0.2;1
2.0.52-beta;1.10.19;1
2.0.54-beta;${org.mockito.version};1
2.0.57-beta;1.10.19;1
2.0.5-alpha;2.0.0-mr1-cdh4.1.2;1
2.0.6;2.0.3;1
2.0.6;2.1.1;1
2.0.6-beta;1.46;1
2.0.7;1.1.0-SNAPSHOT;1
2.0.7;2.0.7;1
2.0.7.RELEASE;2.0.8.RELEASE;1
2.0.8;2.0.6;1
2.0.8.GA;2.0.2.GA;1
2.0.9;2.0.7;1
2.0.9.GA;2.0.8.GA;1
2.0.9-02;2.2.9-jbossorg-1;1
2.0.90-beta;2.0.54-beta;1
2.0.Beta-20090718;2.0.Beta2;1
2.0.Beta-20090718;2.0.pfd-SNAPSHOT;1
2.0.M6;2.0.M6-SNAP36;1
2.0.M6-SNAP20;2.0.M6-SNAP5;1
2.0.M6-SNAP24;2.0.M6-SNAP20;1
2.0.M6-SNAP25;2.0.M6-SNAP5;1
2.0.M6-SNAP26;2.0.M6-SNAP20;1
2.0.M6-SNAP26;2.0.M6-SNAP5;1
2.0.M6-SNAP35;2.0.M6-SNAP20;1
2.0.M8;2.0.RC1-SNAP4;1
2.0.public_draft;2.0;1
2.0.RC1-SNAP1;2.0.M6-SNAP20;1
2.0.RC1-SNAP4;2.0.RC1-SNAP4;1
2.0.RC3;2.0.M6-SNAP5;1
2.0.RC3;2.0.RC1-SNAP4;1
2.0-alpha-2;1.1;1
2.0b4;2.0-SNAPSHOT;1
2.0-beta8;1.0.7;1
2.0-beta8;2.0-beta4;1
2.0-beta9;2.0-beta8;1
2.0-m09;2.0-m04;1
2.0-m12-1;\${jersey.version};1
2.0-m13;2.0-m12;1
2.0-m16;2.0-m14;1
2.0-m16;2.0-m16;1
2.0-mahout;2.0-mahout;1
2.0-RC2;1.0.6.3;1
2.1;1.2_13;1
2.1;1.2_15-jbossorg-1;1
2.1.0;${org.mockito.version};1
2.1.0;1.10.19;1
2.1.0;1.6.0;1
2.1.0;1.8.4;1
2.1.0;2.0.87-beta;1
2.1.0;2.1.0-jake3-SNAPSHOT;1
2.1.0;2.1.1-cjx-SNAPSHOT;1
2.1.0;2.1.4;1
2.1.0.RELEASE;2.0.0;1
2.1.0.RELEASE;2.0.1;1
2.1.0-alpha1;2.0.10;1
2.1.0-beta;2.0.0-cdh4.2.1;1
2.1.0-jake1;2.1.0-jake1;1
2.1.0-jake1;2.1.0-jake1-SNAPSHOT;1
2.1.0-jake1;2.1.0-jake2-SNAPSHOT;1
2.1.0-jake2;2.1.0-jake2;1
2.1.0-M01;2.0.5;1
2.1.0-RC.1;1.8.5;1
2.1.0-RC1;2.1.0;1
2.1.0-RC2;2.0;1
2.1.1;1.0.2;1
2.1.1;1.0-rc1;1
2.1.1;1.8.8;1
2.1.1;2.0.4-SNAPSHOT;1
2.1.1;2.1.3-SNAPSHOT;1
2.1.1.GA;2.1.0.GA;1
2.1.10;1.2_15-jbossorg-2;1
2.1.10;3.0.0;1
2.1.11;2.1.10-jbossorg-1;1
2.1.12;2.1.11-jbossorg-2;1
2.1.13;2.1.12-jbossorg-1;1
2.1.15;2.2.7;1
2.1.17;1.2_15-jbossorg-2;1
2.1.17;2.2.7;1
2.1.18;2.1.17;1
2.1.1-b01;2.0.4-b09;1
2.1.1-b02;2.0.0-beta2;1
2.1.1-b02;2.0.4-b09;1
2.1.1-b04;2.0.4-b09;1
2.1.2;1.2_13;1
2.1.2;2.0.0-RC2;1
2.1.2.GA;2.1.1.GA;1
2.1.3;1.3-SNAPSHOT;1
2.1.3;1.8.5;1
2.1.3;2.0;1
2.1.3;2.0.5-SNAPSHOT;1
2.1.3;2.0.M6-SNAP5;1
2.1.3;2.3.1;1
2.1.3-b01;2.0.4-b09;1
2.1.3-b02;1.2_15-jbossorg-2;1
2.1.3-b02;2.0.4-b09;1
2.1.3-b02;2.0.4-b09-jbossorg-2;1
2.1.3-b02;2.0.4-b09-jbossorg-4;1
2.1.4;2.0.0;1
2.1.4;2.0.5;1
2.1.4;2.1.1;1
2.1.5;1.9.10-SNAPSHOT;1
2.1.5;2.0.0;1
2.1.5;2.1.3-b02-jbossorg-2;1
2.1.5.1;2.0.0;1
2.1.6;${project.parent.version};1
2.1.6;2.1.4;1
2.1.7;2.1.4;1
2.1.7;2.1.5-jbossorg-1;1
2.1.7;2.1.7-jbossorg-1;1
2.1.7;2.1.7-jbossorg-2;1
2.1.7;2.1.9-SNAPSHOT;1
2.1.7.597;2.3.4.726-p4;1
2.1.8;1.7.10;1
2.1.9;1.2_15-jbossorg-2;1
2.1.9;1.7.10;1
2.1.9;2.1.8;1
2.1.9.2;2.1.3.1;1
2.1.RC1;2.0;1
2.1.RC1;2.0.M6-SNAP5;1
2.10;2.10-SNAPSHOT;1
2.10.0;2.6.0;1
2.10.0;2.9.1-jbossas-1;1
2.10.0.Beta2;2.7.0.GA;1
2.10.0.Beta2;2.8.0.GA;1
2.10.1;2.7.4;1
2.10.1;3.2.0;1
2.10.2;2.11-SNAPSHOT;1
2.10.2;2.5;1
2.10.2;2.8.12;1
2.10.2;2.9-SNAPSHOT;1
2.10.2;3.2.0;1
2.10.3;2.10.0;1
2.10.3;2.9;1
2.10.3-RC2;2.10.0;1
2.10.3-RC3;2.10.0;1
2.10.3-RC3;2.10.2;1
2.10.4;2.10.1;1
2.10.4;2.9.0;1
2.10.4;3.0.1;1
2.10.4;3.0-SNAPSHOT;1
2.10.4;3.3.2;1
2.10.4-RC1;2.10.0;1
2.10.4-RC1;2.10.3;1
2.10.6;2.10.2;1
2.11;2.11-SNAPSHOT;1
2.11.0;2.10.2;1
2.11.0;2.7.1;1
2.11.0;2.9.1-jbossas-2;1
2.11.0-M1;2.9.1;1
2.11.0-M1;2.9.1-1;1
2.11.0-M2;${scala-version};1
2.11.0-M2;2.8.0;1
2.11.0-M2;2.9.1-1;1
2.11.0-M4;2.10.2;1
2.11.0-M4;2.9.2;1
2.11.0-M5;2.10.0;1
2.11.0-M6;2.10.3;1
2.11.0-M7;2.10.0;1
2.11.0-M7;2.8.0;1
2.11.0-RC1;2.10.4;1
2.11.0-RC1;2.9.3;1
2.11.0-RC4;2.10.0;1
2.11.1;${scala-version};1
2.11.2;2.9.0;1
2.11.2;2.9.1-1;1
2.11.3;2.10.0;1
2.11.3;2.10.3;1
2.11.5;2.9.1-1;1
2.11.6;2.11.4;1
2.11.7;2.8.4;1
2.12;0.9.94;1
2.12.0.Final;2.12.1.Final;1
2.12.0-M1;2.10.0;1
2.12.0-M2;${scala-version};1
2.12.0-M2;2.10.4;1
2.12.0-M5;${scala.version};1
2.12.0-rc0;2.11.3;1
2.12.0-RC2;2.10.2;1
2.12.2;2.11.1;1
2.12.2;2.13.1;1
2.12.3;2.11.7;1
2.12.3;2.12.2;1
2.12.3;2.12.5;1
2.13;2.12;1
2.13.0-rc1;2.11.3;1
2.13.3;2.12.5;1
2.13.3;2.13.2;1
2.14.1;2.12.5;1
2.14.1;2.13.3;1
2.17.2;2.17.1;1
2.17.3;2.10.0;1
2.17.3;2.11.0;1
2.18;2.17;1
2.1-rc1;1.7.10;1
2.1-rc4;1.7.5;1
2.1-rc5;1.0.1;1
2.2;1.0-rc1;1
2.2;1.1;1
2.2;1.2;1
2.2;2.4;1
2.2.0;${project.version};1
2.2.0;1.2.0;1
2.2.0;1.5.1;1
2.2.0;2.0;1
2.2.0;2.0.2-SNAPSHOT;1
2.2.0;2.0.4;1
2.2.0;2.0.M6-SNAP5;1
2.2.0;2.1.3;1
2.2.0;2.1.7;1
2.2.0;2.1.8};1
2.2.0;2.3.1;1
2.2.0;2.3.1-SNAPSHOT;1
2.2.0;2.3.2;1
2.2.0;2.3.2-SNAPSHOT;1
2.2.0;4.0.1;1
2.2.0;4.0.2;1
2.2.0.CR1;2.0.5.GA;1
2.2.0-b27;2.2.0-b14;1
2.2.0-b27;2.2.0-b27;1
2.2.0-M01;2.0.5-SNAPSHOT;1
2.2.0-M01;2.1.9-SNAPSHOT;1
2.2.0-M04;1.3-SNAPSHOT;1
2.2.0-M04;2.1.7-jbossorg-2;1
2.2.0-m07;2.1.13-jbossorg-1;1
2.2.0-m09;2.1.16-jbossorg-1;1
2.2.0-m1;2.0;1
2.2.0-m1;2.0.M6-SNAP5;1
2.2.0-m13;2.1.13-jbossorg-1;1
2.2.0-m13;2.2.0-m09-jbossorg-1;1
2.2.0-RC01;2.2.0;1
2.2.0-rc1;0.7.0;1
2.2.0-rc1;2.0.4;1
2.2.1;1.1.1;1
2.2.1;1.6.0;1
2.2.1;2.0.5;1
2.2.1;2.0.8;1
2.2.1;2.0.M6-SNAP5;1
2.2.1;2.1;1
2.2.1;2.1.3;1
2.2.1;2.1_3;1
2.2.10;2.0-SNAPSHOT;1
2.2.10;2.1.7;1
2.2.10;2.6.1;1
2.2.1-0.8;2.2.1-0.8-1-SNAPSHOT;1
2.2.1-0.8;2.2.1-0.8-SNAPSHOT;1
2.2.11;2.1.17;1
2.2.12;2.1.8;1
2.2.12.Final;${version.org.jboss.weld.weld};1
2.2.13;2.2.10;1
2.2.14;2.2.5;1
2.2.15;${org.mockito.version};1
2.2.15;2.2.7;1
2.2.16;2.2.14-SNAPSHOT;1
2.2.16;2.2.18;1
2.2.16.SP1;${version.org.jboss.weld.weld};1
2.2.17;2.2.14;1
2.2.17;2.2.16;1
2.2.18;1.9.39;1
2.2.18.GA;2.2.17.GA;1
2.2.1-b04;2.2;1
2.2.1-GUICE;2.2.1;1
2.2.1-M3;${scala-test-version};1
2.2.1-v20090111;2.2.1-GUICE;1
2.2.2;1.6;1
2.2.2;2.1.1;1
2.2.2;2.1.3;1
2.2.2;2.1.7;1
2.2.2;2.2;1
2.2.2;2.2.1-v20090111;1
2.2.2;2.3.0;1
2.2.2-0.10;2.2.2-0.10;1
2.2.2-0.10;2.2.2-0.9.1-SNAPSHOT;1
2.2.2-0.8;2.2.2-0.8-1-SNAPSHOT;1
2.2.2-0.8;2.2.2-0.8-SNAPSHOT;1
2.2.2-0.9;2.2.2-0.8-2-SNAPSHOT;1
2.2.2-0.9;2.2.2-0.9;1
2.2.22;2.3.11;1
2.2.22;2.3.8;1
2.2.22.GA;2.2.22.GA;1
2.2.24;0.9.1-SNAPSHOT;1
2.2.24;2.2.24-SNAPSHOT;1
2.2.25;2.3.1-SNAPSHOT;1
2.2.25;2.4.0;1
2.2.25;2.4.0-SNAPSHOT;1
2.2.26;2.5.0;1
2.2.26;2.5.0-SNAPSHOT;1
2.2.28;${org.mockito.version};1
2.2.3;1.1.5;1
2.2.3;1.9;1
2.2.3;2.2.0;1
2.2.3.RELEASE;${spring.integration.version};1
2.2.3-0.11;2.2.2-0.11-SNAPSHOT;1
2.2.3-0.11;2.2.3-0.11;1
2.2.3-1.0;2.2.3-1.0;1
2.2.3-1.0;2.2.3-1.0-SNAPSHOT;1
2.2.3-1.1;2.2.3-1.1;1
2.2.3-1.1;2.2.3-1.1-SNAPSHOT;1
2.2.3-1.1;2.2.3-1.2-SNAPSHOT;1
2.2.3-1.1;2.2.4-1.2-SNAPSHOT;1
2.2.3-SNAP1;${scala-test-version};1
2.2.3-SNAP1;2.1.3;1
2.2.3-SNAP2;2.0;1
2.2.4;2.0.0;1
2.2.4;2.1.2;1
2.2.4;2.3.0;1
2.2.4-1.2;2.2.4-1.2;1
2.2.5;2.0.M6-SNAP5;1
2.2.5;2.1.8;1
2.2.5;2.2.1;1
2.2.5;2.2.2;1
2.2.5;3.0.0;1
2.2.5-3;2.2.3-1;1
2.2.5-4;2.2.3-1;1
2.2.5-5;2.2.3-1;1
2.2.6;${jaxb-version};1
2.2.6;2.1;1
2.2.6;2.2.3;1
2.2.6;2.2.9;1
2.2.7;2.1.0;1
2.2.7;2.1.8;1
2.2.7;2.2.3;1
2.2.7;2.2.5;1
2.2.7-b60;2.2.3-1;1
2.2.7-b61;2.2.3-1;1
2.2.8;0.1.0;1
2.2.8;2.2.10;1
2.2.9;${org.mockito.version};1
2.2.9;1.0.1;1
2.2.9;1.1.1;1
2.2.9;2.2.2;1
2.2.9;2.2.4;1
2.2.9;2.2.6;1
2.2_beta1;2.2.1;1
2.20.0;${selenium.version};1
2.21.1;${memleak.jersey.version};1
2.22;2.22;1
2.22.1;${memleak.jersey.version};1
2.22.2;2.17;1
2.22.4;2.23.1;1
2.28;2.28-SNAPSHOT;1
2.3;1.0-rc1;1
2.3;1.1;1
2.3;2.3-rc6;1
2.3.0;0.7.2-SNAPSHOT;1
2.3.0;0.9.1-SNAPSHOT;1
2.3.0;1.2.2;1
2.3.0;1.8.0.10;1
2.3.0;2.2.17;1
2.3.0;2.6.1;1
2.3.0;4.1.0;1
2.3.0;4.1.1-SNAPSHOT;1
2.3.0.Beta1;2.2.3.Final;1
2.3.0.Beta2;2.2.3.Final;1
2.3.0.Beta2;2.2.8.Final;1
2.3.0.Beta3;2.2.2.Final;1
2.3.0.Final;3.0.0.Beta2;1
2.3.0.Final;3.0.0.Beta3;1
2.3.0-0.8;2.3.0-0.8-1-SNAPSHOT;1
2.3.0-0.8;2.3.0-0.8-SNAPSHOT;1
2.3.0-0.9;2.3.0-0.8-2-SNAPSHOT;1
2.3.0-0.9;2.3.0-0.9;1
2.3.0-M01;1.9.10-SNAPSHOT;1
2.3.0-M01;2.0.6-SNAPSHOT;1
2.3.0-RC1;2.0.1;1
2.3.0-RC1;2.3.0-RC1;1
2.3.0-SNAP2;1.9;1
2.3.0-SNAP2;2.0.M6-SNAP5;1
2.3.1;1.2.0;1
2.3.1;2.0;1
2.3.1;2.0.10;1
2.3.1;2.0.10-SNAPSHOT;1
2.3.1;2.0.11;1
2.3.1;2.0.12;1
2.3.1;2.0.13;1
2.3.1;2.0.14;1
2.3.1;2.0.15;1
2.3.1;2.0.15-SNAPSHOT;1
2.3.1;2.0.16;1
2.3.1;2.0.16-SNAPSHOT;1
2.3.1;2.0.17;1
2.3.1;2.0.17-SNAPSHOT;1
2.3.1;2.0.18;1
2.3.1;2.0.19;1
2.3.1;2.0.20;1
2.3.1;2.0.21;1
2.3.1;2.0.2-SNAPSHOT;1
2.3.1;2.0.3;1
2.3.1;2.0.3-SNAPSHOT;1
2.3.1;2.0.4;1
2.3.1;2.0.5-SNAPSHOT;1
2.3.1;2.0.6;1
2.3.1;2.0.6-SNAPSHOT;1
2.3.1;2.0.7;1
2.3.1;2.0.9;1
2.3.1;2.0.9-SNAPSHOT;1
2.3.1;2.0-rc;1
2.3.1;2.1.0.alpha;1
2.3.1;2.1.1;1
2.3.1;2.1-SNAPSHOT;1
2.3.1;2.2;1
2.3.1;2.2.6-SNAPSHOT;1
2.3.1;2.2.7;1
2.3.1;2.2.7-SNAPSHOT;1
2.3.1;2.3.3-SNAPSHOT;1
2.3.1;2.3-rc4;1
2.3.1;2.4.0;1
2.3.1;2.5;1
2.3.1;2.6.1;1
2.3.1;3.2.1;1
2.3.1-0.10;2.3.0-0.9.1-SNAPSHOT;1
2.3.1-0.10;2.3.1-0.10;1
2.3.1-0.11;2.3.1-0.11;1
2.3.1-0.11;2.3.1-0.11-SNAPSHOT;1
2.3.1-1.0;2.3.1-1.0;1
2.3.1-1.0;2.3.1-1.0-SNAPSHOT;1
2.3.1-1.1;2.3.1-1.1;1
2.3.1-1.1;2.3.1-1.1-SNAPSHOT;1
2.3.1-1.1;2.3.1-1.2-SNAPSHOT;1
2.3.1-1.2;2.3.1-1.2;1
2.3.12;2.3.1;1
2.3.12;2.3.8;1
2.3.12;2.4.1;1
2.3.17;2.3.16;1
2.3.2;1.0.1;1
2.3.2;1.1.1-a;1
2.3.2;1.5.2;1
2.3.2;2.2.9;1
2.3.20;2.3.21;1
2.3.23;2.3.19;1
2.3.3;${hsqldb.version};1
2.3.3;1.0.1;1
2.3.3;1.5.2;1
2.3.3;2.2.2;1
2.3.4;1.1.6;1
2.3.4;1.1.7;1
2.3.4;2.2.1;1
2.3.4;2.2.8;1
2.3.4;2.4.6;1
2.3.5;2.0.4;1
2.3.5;2.2.10-SNAPSHOT;1
2.3.5;2.3.3;1
2.3.5.Final;${version.org.jboss.weld.weld};1
2.3.7;1.1.8;1
2.3.7;2.0.0-M01;1
2.3.7;2.3.3;1
2.3.8;2.3.9-SNAPSHOT;1
2.3.9;2.0.0-M10;1
2.3-0.9;2.2.1-0.8-2-SNAPSHOT;1
2.3-0.9;2.3-0.9;1
2.3-0.9;2.4.2-0.9.1-SNAPSHOT;1
2.31.2;2.31.2;1
2.32;2.0.26;1
2.32;2.31.3;1
2.33;${args4j.version};1
2.33;2.0.29;1
2.33.1;2.33;1
2.33.2;2.33.1;1
2.33.3;2.33.2;1
2.34;2.31.2;1
2.34;2.33.3;1
2.34;2.34;1
2.37.1;2.34;1
2.37.2;2.37.1;1
2.38;2.37.2;1
2.38.1;2.31.2;1
2.38.1;2.34;1
2.38.1;2.38;1
2.39;2.38.1;1
2.39.1;2.38.1;1
2.3-beta7;2.3-beta6;1
2.3-beta8;2.2.16;1
2.3-rc3;2.3-rc2;1
2.3-rc4;2.3-rc4;1
2.4;2.1.0;1
2.4;2.1.0-SNAPSHOT;1
2.4;2.1.1-SNAPSHOT;1
2.4;2.2.4;1
2.4;2.5;1
2.4.0;1.3.3;1
2.4.0;2.2.1;1
2.4.0;2.3.4;1
2.4.0;2.5.1-SNAPSHOT;1
2.4.0;2.5.2;1
2.4.0;3.5.0;1
2.4.0;4.0.1;1
2.4.0;4.1.0;1
2.4.0.CR1;${version.org.jboss.weld.weld};1
2.4.0.RELEASE;2.4.0.RC1;1
2.4.0-b34;2.2.0-b21;1
2.4.0-beta-2;2.2.1;1
2.4.0-rc3;${jackson.version};1
2.4.0-rc3;2.2.2;1
2.4.1;1.17;1
2.4.1;1.5.2;1
2.4.1;2.1.1;1
2.4.1;2.4.2;1
2.4.1;2.5-FROZEN-AA;1
2.4.1;5.0.0-alpha5;1
2.4.1.1;2.3.1;1
2.4.1.1;2.4.1.1;1
2.4.10-0.10;2.4.10-0.10;1
2.4.10-0.10;2.4.10-0.9.1-SNAPSHOT;1
2.4.11-0.11;2.4.11-0.11;1
2.4.11-0.11;2.4.11-0.11-SNAPSHOT;1
2.4.11-0.11;3.0.0-0.11;1
2.4.11-0.11;3.0.0-beta-0.11;1
2.4.11-0.11;3.0.0-rc1-0.11;1
2.4.2;${jackson-guava-version};1
2.4.2;2.1.2;1
2.4.2;2.1.3;1
2.4.2;2.2;1
2.4.2;2.3.1;1
2.4.2;2.4.0;1
2.4.2;2.4.1.1;1
2.4.2.Final;${version.org.jboss.weld.weld};1
2.4.3;1.7.5;1
2.4.3;2.4.3-SNAPSHOT;1
2.4.4;${jackson.version};1
2.4.5.1;2.1.4;1
2.4.6;2.5.1;1
2.4.7;1.8.6;1
2.4.7;2.3.0;1
2.4.7;2.4.2;1
2.4.9-0.8;2.4.8-0.8-SNAPSHOT;1
2.4.9-0.8;2.4.9-0.8-1-SNAPSHOT;1
2.4.9-0.9;2.4.9-0.8-2-SNAPSHOT;1
2.4.9-0.9;2.4.9-0.9;1
2.4.9-0.9;2.4.9-0.9.1-SNAPSHOT;1
2.40;2.39.1;1
2.41;2.39.1;1
2.41;2.40;1
2.43;2.38.1;1
2.43;2.39;1
2.43;2.42;1
2.44.0;2.35.0;1
2.44.0;2.43.1;1
2.44.0;2.44.0;1
2.46.0;2.33.0;1
2.46.0;2.34.0;1
2.47.1;2.44.0;1
2.48.2;2.32;1
2.48.2;2.39.1;1
2.48.2;2.41;1
2.48.2;2.44.0;1
2.49;2.48.2;1
2.5;${commons-io-version};1
2.5;2.1.1;1
2.5;2.1.2;1
2.5;2.1.2-SNAPSHOT;1
2.5;2.1.3;1
2.5;2.1.3-SNAPSHOT;1
2.5;2.1.4-SNAPSHOT;1
2.5;2.2;1
2.5;2.6.1;1
2.5;2.6-SNAPSHOT;1
2.5.0;${jackson.version};1
2.5.0;1.2.3;1
2.5.0;1.3.0;1
2.5.0;1.9.5;1
2.5.0;2.3.0;1
2.5.0;2.4.5;1
2.5.0;2.5.0-M13;1
2.5.0.Final;2.5.0.Beta1;1
2.5.0-b10;1;1
2.5.0-b11;1;1
2.5.0-b14;1;1
2.5.0-b16;1;1
2.5.0-b21;1;1
2.5.0-b23;1;1
2.5.0-rc1;2.0.0;1
2.5.0-rc1;2.1.0;1
2.5.0-rc1;2.4.1;1
2.5.0-rc1;2.4.2;1
2.5.0-rc1;2.5.0-M6;1
2.5.1.Final;2.1.7.Final;1
2.5.10;2.5.10;1
2.5.1-0.10;2.5.1-0.10;1
2.5.1-0.10;2.5.1-0.9.1-SNAPSHOT;1
2.5.2;${hadoop1.version};1
2.5.2;${jackson.version};1
2.5.2;1.2.1;1
2.5.2;2.2.0;1
2.5.2;2.5.3-SNAPSHOT;1
2.5.2-M1;2.3.2;1
2.5.2-M1;2.5.0-M13;1
2.5.2-RC1;2.5.0;1
2.5.3;${jackson.version};1
2.5.3;1.4.0;1
2.5.3;2.4.0;1
2.5.3;2.5.1-1;1
2.5.3;2.5.4-SNAPSHOT;1
2.5.3;2.6.0;1
2.5.3-RC1;2.5.0;1
2.5.4;${jackson.version};1
2.5.5;${jackson.version};1
2.5.5;${org.mockito.version};1
2.5.5;2.3.1;1
2.5.6.SEC01;[2.5);1
2.5.6.SEC01;2.0.8;1
2.5.6.SEC03;${spring-version};1
2.5.6.SEC03;2.0;1
2.50;2.49;1
2.52.0;2.0b1;1
2.52.0;2.24.1;1
2.52.0;2.29.1;1
2.52.0;2.52.0;1
2.53;2.50;1
2.55;2.38.1;1
2.57;2.55;1
2.59;2.57;1
2.6;1.17.1;1
2.6;2.2.11;1
2.6.0;${eclipselink.version.2.4.milestone};1
2.6.0;0.4.0;1
2.6.0;2.4.3;1
2.6.0;3.0.0.M7;1
2.6.0.CR1;2.7.0.Beta2;1
2.6.0-1;2.4.5-1;1
2.6.0-1;2.4.6;1
2.6.0-1;2.6.5;1
2.6.0-M3;${eclipselink.version.2.4.milestone};1
2.6.0-rc1;2.3.0;1
2.6.0-rc4;${jackson.version};1
2.6.1;${jackson-guava-version};1
2.6.1;${jackson-scala-version};1
2.6.1;2.4.5-1;1
2.6.1;2.6.0-1;1
2.6.1-0.11;2.5.4-0.11-SNAPSHOT;1
2.6.1-0.11;2.6.1-0.11;1
2.6.1-0.11;2.6.3-1.0-SNAPSHOT;1
2.6.11;2.6.6;1
2.6.2;2.2.2;1
2.6.20;2.6.19;1
2.6.20;2.6.20-SNAPSHOT;1
2.6.22;2.6.24-SNAPSHOT;1
2.6.23;${disconf-core.version};1
2.6.25;${disconf-core.version};1
2.6.27;${disconf-core.version};1
2.6.3;${org.mockito.version};1
2.6.3.4-0.9;1.7.17-0.8-2-SNAPSHOT;1
2.6.3.4-0.9;2.6.3.4-0.9;1
2.6.4;${hadoop-openstack.version};1
2.6.4;2.3.1;1
2.6.5;2.2;1
2.6.5;2.2.0;1
2.6.5;2.6.0;1
2.6.6;${jackson.version};1
2.6.6;2.5.0;1
2.6.7;2.7.4;1
2.6.8;2.6.6;1
2.62;2.59;1
2.63.1;2.63;1
2.6-M2;2.4-M5;1
2.7;1.6.2;1
2.7;2.1-SNAPSHOT;1
2.7;2.2.2;1
2.7;2.6.1;1
2.7.0;${jackson.version};1
2.7.0;1.3.2;1
2.7.0;2.0.0-cdh4.1.1;1
2.7.0;2.0.0-mr1-cdh4.1.1;1
2.7.0;2.5.0;1
2.7.0;2.7.1;1
2.7.0-rc2;${jackson.version};1
2.7.0-rc2;2.3.0;1
2.7.1;${apache.curator.version};1
2.7.1;${curator.version};1
2.7.1;0.6.5-SNAPSHOT;1
2.7.1;2.1-SNAPSHOT;1
2.7.1;2.4.1;1
2.7.1;2.6.1;1
2.7.1;2.6.5;1
2.7.1;2.7.1;1
2.7.1;2.7.2;1
2.7.1;2.7.2-SNAPSHOT;1
2.7.10;${cxf.version};1
2.7.10;2.3.2;1
2.7.11;2.7.11;1
2.7.11;2.7.12;1
